player,surface,period,spw,rpw,matches
Peyton Stearns,all,career,0.5624,0.4389,141
Katie Volynets,hard,52week,0.5380,0.4340,19
Katie Volynets,clay,52week,0.5190,0.4460,7
Katie Volynets,grass,52week,0.5900,0.4120,3
Katie Volynets,all,52week,0.5388,0.4346,29
Katie Volynets,hard,career,0.5380,0.4420,77
Katie Volynets,clay,career,0.5280,0.4550,29
Katie Volynets,grass,career,0.5120,0.4520,14
Katie Volynets,all,career,0.5325,0.4463,120
Dayana Yastremska,hard,52week,0.5470,0.4120,26
Dayana Yastremska,clay,52week,0.5570,0.4460,11
Dayana Yastremska,grass,52week,0.5710,0.4300,9
Dayana Yastremska,all,52week,0.5541,0.4237,46
Dayana Yastremska,hard,career,0.5690,0.4310,195
Dayana Yastremska,clay,career,0.5540,0.4490,65
Dayana Yastremska,grass,career,0.5700,0.4110,35
Dayana Yastremska,all,career,0.5658,0.4326,295
Eva Lys,hard,52week,0.5550,0.4630,25
Eva Lys,clay,52week,0.4920,0.4400,8
Eva Lys,grass,52week,0.5370,0.4270,6
Eva Lys,all,52week,0.5393,0.4527,39
Eva Lys,hard,career,0.5470,0.4580,55
Eva Lys,clay,career,0.5200,0.4530,31
Eva Lys,grass,career,0.5300,0.4030,8
Eva Lys,all,career,0.5366,0.4517,94
Anastasia Pavlyuchenkova,hard,52week,0.5530,0.3520,10
Anastasia Pavlyuchenkova,clay,52week,0.5190,0.3810,4
Anastasia Pavlyuchenkova,grass,52week,0.5880,0.4530,9
Anastasia Pavlyuchenkova,all,52week,0.5608,0.3966,23
Anastasia Pavlyuchenkova,hard,career,0.5730,0.4440,528
Anastasia Pavlyuchenkova,clay,career,0.5670,0.4410,174
Anastasia Pavlyuchenkova,grass,career,0.5900,0.4050,61
Anastasia Pavlyuchenkova,all,career,0.5730,0.4402,763
Viktorija Golubic,hard,52week,0.5590,0.4340,19
Viktorija Golubic,clay,52week,0.5180,0.4820,7
Viktorija Golubic,grass,52week,0.5530,0.4320,7
Viktorija Golubic,all,52week,0.5490,0.4438,33
Viktorija Golubic,hard,career,0.5420,0.4420,165
Viktorija Golubic,clay,career,0.5170,0.4470,56
Viktorija Golubic,grass,career,0.5590,0.4410,48
Viktorija Golubic,all,career,0.5398,0.4429,269
Xin Yu Wang,hard,52week,0.5770,0.4270,36
Xin Yu Wang,clay,52week,0.5530,0.3850,7
Xin Yu Wang,grass,52week,0.5940,0.3820,8
Xin Yu Wang,all,52week,0.5764,0.4142,51
Xin Yu Wang,hard,career,0.5760,0.4240,169
Xin Yu Wang,clay,career,0.5300,0.4150,36
Xin Yu Wang,grass,career,0.5900,0.4090,28
Xin Yu Wang,all,career,0.5706,0.4208,233
Sara Bejlek,hard,52week,0.5730,0.4780,17
Sara Bejlek,clay,52week,0.4980,0.4540,6
Sara Bejlek,grass,52week,0.5330,0.4080,5
Sara Bejlek,all,52week,0.5498,0.4604,28
Sara Bejlek,hard,career,0.5460,0.4470,23
Sara Bejlek,clay,career,0.5260,0.4850,18
Sara Bejlek,grass,career,0.5330,0.4080,5
Sara Bejlek,all,career,0.5368,0.4576,46
Mananchaya Sawangkaew,hard,career,0.5310,0.4710,17
Mananchaya Sawangkaew,grass,career,0.5850,0.4370,3
Mananchaya Sawangkaew,all,career,0.5391,0.4659,20
Laura Siegemund,hard,52week,0.5500,0.4300,20
Laura Siegemund,clay,52week,0.5380,0.4730,8
Laura Siegemund,grass,52week,0.5850,0.4500,9
Laura Siegemund,all,52week,0.5559,0.4442,37
Laura Siegemund,hard,career,0.5490,0.4280,156
Laura Siegemund,clay,career,0.5560,0.4650,129
Laura Siegemund,grass,career,0.5730,0.4230,25
Laura Siegemund,all,career,0.5538,0.4430,310
Xiyu Wang,hard,52week,0.5510,0.4190,7
Xiyu Wang,all,52week,0.5510,0.4190,7
Xiyu Wang,hard,career,0.5860,0.4170,115
Xiyu Wang,clay,career,0.5840,0.4090,35
Xiyu Wang,grass,career,0.6080,0.3630,9
Xiyu Wang,all,career,0.5868,0.4122,159
Robin Montgomery,clay,52week,0.4870,0.3510,2
Robin Montgomery,grass,52week,0.6290,0.4640,5
Robin Montgomery,all,52week,0.5884,0.4317,7
Robin Montgomery,hard,career,0.5540,0.3810,21
Robin Montgomery,clay,career,0.5510,0.4020,12
Robin Montgomery,grass,career,0.6310,0.4130,10
Robin Montgomery,all,career,0.5711,0.3943,43
Kimberly Birrell,hard,52week,0.5670,0.4260,26
Kimberly Birrell,clay,52week,0.4730,0.5120,3
Kimberly Birrell,grass,52week,0.5660,0.3790,7
Kimberly Birrell,all,52week,0.5590,0.4240,36
Kimberly Birrell,hard,career,0.5620,0.4200,84
Kimberly Birrell,clay,career,0.5060,0.4480,9
Kimberly Birrell,grass,career,0.5880,0.3930,17
Kimberly Birrell,all,career,0.5614,0.4181,110
Irina Camelia Begu,clay,52week,0.5650,0.4960,6
Irina Camelia Begu,grass,52week,0.5330,0.3740,5
Irina Camelia Begu,all,52week,0.5505,0.4405,11
Irina Camelia Begu,hard,career,0.5580,0.4250,248
Irina Camelia Begu,clay,career,0.5630,0.4540,211
Irina Camelia Begu,grass,career,0.5550,0.3910,37
Irina Camelia Begu,all,career,0.5599,0.4348,496
Jessica Bouzas Maneiro,hard,52week,0.5530,0.4440,32
Jessica Bouzas Maneiro,clay,52week,0.5560,0.4780,9
Jessica Bouzas Maneiro,grass,52week,0.5540,0.4410,9
Jessica Bouzas Maneiro,all,52week,0.5537,0.4496,50
Jessica Bouzas Maneiro,hard,career,0.5360,0.4520,59
Jessica Bouzas Maneiro,clay,career,0.5420,0.4730,27
Jessica Bouzas Maneiro,grass,career,0.5710,0.4360,17
Jessica Bouzas Maneiro,all,career,0.5433,0.4549,103
Diane Parry,hard,52week,0.6110,0.4300,12
Diane Parry,clay,52week,0.5320,0.4090,9
Diane Parry,grass,52week,0.6260,0.3830,7
Diane Parry,all,52week,0.5894,0.4115,28
Diane Parry,hard,career,0.5950,0.4080,65
Diane Parry,clay,career,0.5600,0.4130,47
Diane Parry,grass,career,0.5980,0.4010,18
Diane Parry,all,career,0.5828,0.4088,130
Rebeka Masarova,hard,52week,0.5950,0.3800,8
Rebeka Masarova,clay,52week,0.5590,0.3960,3
Rebeka Masarova,grass,52week,0.6120,0.2860,1
Rebeka Masarova,all,52week,0.5874,0.3762,12
Rebeka Masarova,hard,career,0.5790,0.4000,46
Rebeka Masarova,clay,career,0.5580,0.4190,23
Rebeka Masarova,grass,career,0.6070,0.3700,13
Rebeka Masarova,all,career,0.5775,0.4006,82
Alina Korneeva,hard,52week,0.5560,0.4620,6
Alina Korneeva,clay,52week,0.4930,0.3490,3
Alina Korneeva,grass,52week,0.5340,0.4530,1
Alina Korneeva,all,52week,0.5349,0.4272,10
Alina Korneeva,hard,career,0.5540,0.4640,15
Alina Korneeva,clay,career,0.4930,0.3490,3
Alina Korneeva,grass,career,0.5340,0.4530,1
Alina Korneeva,all,career,0.5433,0.4453,19
Yuliia Starodubtseva,hard,52week,0.5420,0.4320,16
Yuliia Starodubtseva,clay,52week,0.5800,0.4770,14
Yuliia Starodubtseva,grass,52week,0.5420,0.4190,6
Yuliia Starodubtseva,all,52week,0.5568,0.4473,36
Yuliia Starodubtseva,hard,career,0.5380,0.4400,32
Yuliia Starodubtseva,clay,career,0.5600,0.4670,23
Yuliia Starodubtseva,grass,career,0.5520,0.4110,9
Yuliia Starodubtseva,all,career,0.5479,0.4456,64
Antonia Ruzic,hard,52week,0.5690,0.4250,26
Antonia Ruzic,clay,52week,0.4710,0.3890,6
Antonia Ruzic,grass,52week,0.5150,0.4230,5
Antonia Ruzic,all,52week,0.5458,0.4189,37
Antonia Ruzic,hard,career,0.5600,0.4290,33
Antonia Ruzic,clay,career,0.4840,0.4120,11
Antonia Ruzic,grass,career,0.5360,0.4460,7
Antonia Ruzic,all,career,0.5403,0.4277,51
Anastasia Zakharova,hard,52week,0.5540,0.4380,28
Anastasia Zakharova,clay,52week,0.4890,0.4110,5
Anastasia Zakharova,grass,52week,0.5450,0.3190,3
Anastasia Zakharova,all,52week,0.5442,0.4243,36
Anastasia Zakharova,hard,career,0.5480,0.4330,45
Anastasia Zakharova,clay,career,0.4620,0.4310,6
Anastasia Zakharova,grass,career,0.5650,0.3710,7
Anastasia Zakharova,all,career,0.5412,0.4253,58
Tatjana Maria,hard,52week,0.5390,0.4020,23
Tatjana Maria,clay,52week,0.5670,0.4300,14
Tatjana Maria,grass,52week,0.6160,0.4330,12
Tatjana Maria,all,52week,0.5659,0.4176,49
Tatjana Maria,hard,career,0.5490,0.4070,227
Tatjana Maria,clay,career,0.5540,0.4300,135
Tatjana Maria,grass,career,0.5950,0.4050,66
Tatjana Maria,all,career,0.5577,0.4139,428
Kaitlin Quevedo,hard,52week,0.5400,0.3540,3
Kaitlin Quevedo,clay,52week,0.5550,0.4590,6
Kaitlin Quevedo,all,52week,0.5500,0.4240,9
Kaitlin Quevedo,hard,career,0.5400,0.3540,3
Kaitlin Quevedo,clay,career,0.5550,0.4590,6
Kaitlin Quevedo,all,career,0.5500,0.4240,9
Tyra Caterina Grant,clay,52week,0.5700,0.4050,5
Tyra Caterina Grant,grass,52week,0.6330,0.3670,2
Tyra Caterina Grant,all,52week,0.5880,0.3941,7
Oleksandra Oliynykova,hard,52week,0.5820,0.4170,5
Oleksandra Oliynykova,clay,52week,0.5330,0.4650,16
Oleksandra Oliynykova,grass,52week,0.3250,0.2000,1
Oleksandra Oliynykova,all,52week,0.5347,0.4420,22
Oleksandra Oliynykova,hard,career,0.5820,0.4170,5
Oleksandra Oliynykova,clay,career,0.5330,0.4650,16
Oleksandra Oliynykova,grass,career,0.3250,0.2000,1
Oleksandra Oliynykova,all,career,0.5347,0.4420,22
Ajla Tomljanovic,hard,52week,0.5690,0.4340,30
Ajla Tomljanovic,clay,52week,0.5090,0.4300,5
Ajla Tomljanovic,grass,52week,0.5570,0.4640,8
Ajla Tomljanovic,all,52week,0.5598,0.4391,43
Ajla Tomljanovic,hard,career,0.5570,0.4330,281
Ajla Tomljanovic,clay,career,0.5510,0.4430,102
Ajla Tomljanovic,grass,career,0.5860,0.4120,57
Ajla Tomljanovic,all,career,0.5594,0.4326,440
Maria Timofeeva,hard,52week,0.4400,0.4230,3
Maria Timofeeva,clay,52week,0.4740,0.4050,2
Maria Timofeeva,grass,52week,0.5430,0.4840,2
Maria Timofeeva,all,52week,0.4791,0.4353,7
Maria Timofeeva,hard,career,0.5620,0.4120,11
Maria Timofeeva,clay,career,0.5340,0.4370,14
Maria Timofeeva,grass,career,0.5430,0.4840,2
Maria Timofeeva,all,career,0.5461,0.4303,27
Sinja Kraus,hard,52week,0.5360,0.4330,4
Sinja Kraus,clay,52week,0.5470,0.4620,10
Sinja Kraus,grass,52week,0.4800,0.3280,2
Sinja Kraus,all,52week,0.5359,0.4380,16
Sinja Kraus,hard,career,0.5650,0.4330,18
Sinja Kraus,clay,career,0.5380,0.4700,19
Sinja Kraus,grass,career,0.4800,0.3280,2
Sinja Kraus,all,career,0.5475,0.4456,39
Talia Gibson,hard,52week,0.6110,0.3970,17
Talia Gibson,clay,52week,0.4870,0.3960,5
Talia Gibson,grass,52week,0.5750,0.3880,6
Talia Gibson,all,52week,0.5811,0.3949,28
Talia Gibson,hard,career,0.5890,0.3980,22
Talia Gibson,clay,career,0.4870,0.3960,5
Talia Gibson,grass,career,0.5750,0.3880,6
Talia Gibson,all,career,0.5710,0.3959,33
Aliaksandra Sasnovich,hard,52week,0.5710,0.4180,16
Aliaksandra Sasnovich,clay,52week,0.5240,0.3620,2
Aliaksandra Sasnovich,all,52week,0.5658,0.4118,18
Aliaksandra Sasnovich,hard,career,0.5590,0.4350,241
Aliaksandra Sasnovich,clay,career,0.5380,0.4530,82
Aliaksandra Sasnovich,grass,career,0.5370,0.4290,36
Aliaksandra Sasnovich,all,career,0.5520,0.4385,359
Greet Minnen,hard,52week,0.4920,0.3460,4
Greet Minnen,grass,52week,0.6320,0.4030,2
Greet Minnen,all,52week,0.5387,0.3650,6
Greet Minnen,hard,career,0.5730,0.4240,98
Greet Minnen,clay,career,0.5280,0.3690,13
Greet Minnen,grass,career,0.5670,0.4180,23
Greet Minnen,all,career,0.5676,0.4176,134
Bianca Andreescu,hard,52week,0.5490,0.3920,7
Bianca Andreescu,clay,52week,0.5660,0.4130,4
Bianca Andreescu,grass,52week,0.5470,0.3000,2
Bianca Andreescu,all,52week,0.5539,0.3843,13
Bianca Andreescu,hard,career,0.5860,0.4430,123
Bianca Andreescu,clay,career,0.5730,0.4400,40
Bianca Andreescu,grass,career,0.5990,0.3960,36
Bianca Andreescu,all,career,0.5857,0.4339,199
Anna Bondar,hard,52week,0.5780,0.4180,22
Anna Bondar,clay,52week,0.5790,0.4360,22
Anna Bondar,grass,52week,0.5650,0.3850,3
Anna Bondar,all,52week,0.5776,0.4243,47
Anna Bondar,hard,career,0.5720,0.3960,77
Anna Bondar,clay,career,0.5860,0.4310,73
Anna Bondar,grass,career,0.5720,0.3640,7
Anna Bondar,all,career,0.5785,0.4108,157
Lois Boisson,hard,52week,0.6090,0.4020,7
Lois Boisson,clay,52week,0.5780,0.4430,10
Lois Boisson,grass,52week,0.6110,0.3700,2
Lois Boisson,all,52week,0.5929,0.4202,19
Lois Boisson,hard,career,0.6140,0.3910,8
Lois Boisson,clay,career,0.5900,0.4480,18
Lois Boisson,grass,career,0.6110,0.3700,2
Lois Boisson,all,career,0.5984,0.4261,28
Shuai Zhang,hard,52week,0.5530,0.4490,22
Shuai Zhang,clay,52week,0.5460,0.4000,10
Shuai Zhang,grass,52week,0.5540,0.3570,5
Shuai Zhang,all,52week,0.5512,0.4233,37
Shuai Zhang,hard,career,0.5580,0.4350,365
Shuai Zhang,clay,career,0.5400,0.4210,111
Shuai Zhang,grass,career,0.5690,0.4150,57
Shuai Zhang,all,career,0.5554,0.4299,533
Cristina Bucsa,hard,52week,0.5600,0.4380,29
Cristina Bucsa,clay,52week,0.5230,0.4270,5
Cristina Bucsa,grass,52week,0.6050,0.4250,6
Cristina Bucsa,all,52week,0.5621,0.4347,40
Cristina Bucsa,hard,career,0.5410,0.4320,87
Cristina Bucsa,clay,career,0.5170,0.4580,37
Cristina Bucsa,grass,career,0.5550,0.4110,14
Cristina Bucsa,all,career,0.5360,0.4368,138
Magdalena Frech,hard,52week,0.5750,0.4380,30
Magdalena Frech,clay,52week,0.5570,0.4230,7
Magdalena Frech,grass,52week,0.5150,0.3670,4
Magdalena Frech,all,52week,0.5661,0.4285,41
Magdalena Frech,hard,career,0.5570,0.4290,140
Magdalena Frech,clay,career,0.5390,0.4310,59
Magdalena Frech,grass,career,0.5710,0.4070,32
Magdalena Frech,all,career,0.5543,0.4265,231
Anastasija Sevastova,hard,52week,0.5720,0.4100,10
Anastasija Sevastova,clay,52week,0.5350,0.4500,8
Anastasija Sevastova,grass,52week,0.5060,0.3860,2
Anastasija Sevastova,all,52week,0.5506,0.4236,20
Anastasija Sevastova,hard,career,0.5600,0.4430,233
Anastasija Sevastova,clay,career,0.5710,0.4500,132
Anastasija Sevastova,grass,career,0.5800,0.4340,42
Anastasija Sevastova,all,career,0.5656,0.4443,407
Claire Liu,hard,52week,0.5370,0.4090,7
Claire Liu,clay,52week,0.4520,0.4860,3
Claire Liu,grass,52week,0.6030,0.3960,3
Claire Liu,all,52week,0.5326,0.4238,13
Claire Liu,hard,career,0.5390,0.4190,67
Claire Liu,clay,career,0.5350,0.4520,28
Claire Liu,grass,career,0.5860,0.3960,12
Claire Liu,all,career,0.5432,0.4251,107
Mayar Sherif,hard,52week,0.5210,0.3530,2
Mayar Sherif,clay,52week,0.5790,0.4740,8
Mayar Sherif,all,52week,0.5674,0.4498,10
Mayar Sherif,hard,career,0.5550,0.3730,67
Mayar Sherif,clay,career,0.5690,0.4480,68
Mayar Sherif,grass,career,0.5850,0.3350,5
Mayar Sherif,all,career,0.5629,0.4081,140
Petra Marcinko,hard,52week,0.5220,0.4210,8
Petra Marcinko,clay,52week,0.5520,0.4850,12
Petra Marcinko,grass,52week,0.5580,0.4430,5
Petra Marcinko,all,52week,0.5436,0.4561,25
Petra Marcinko,hard,career,0.5270,0.4310,13
Petra Marcinko,clay,career,0.5590,0.4980,21
Petra Marcinko,grass,career,0.5580,0.4430,5
Petra Marcinko,all,career,0.5482,0.4686,39
Marina Stakusic,hard,52week,0.5320,0.4470,8
Marina Stakusic,clay,52week,0.4110,0.4310,1
Marina Stakusic,all,52week,0.5186,0.4452,9
Marina Stakusic,hard,career,0.5450,0.4540,25
Marina Stakusic,clay,career,0.3700,0.4570,2
Marina Stakusic,grass,career,0.5190,0.3590,1
Marina Stakusic,all,career,0.5316,0.4508,28
Yafan Wang,hard,52week,0.5560,0.3720,12
Yafan Wang,all,52week,0.5560,0.3720,12
Yafan Wang,hard,career,0.5620,0.4380,137
Yafan Wang,clay,career,0.5260,0.4270,17
Yafan Wang,grass,career,0.5220,0.4020,13
Yafan Wang,all,career,0.5552,0.4341,167
Sofia Kenin,hard,52week,0.5540,0.3820,26
Sofia Kenin,clay,52week,0.5650,0.4150,6
Sofia Kenin,grass,52week,0.6070,0.4040,5
Sofia Kenin,all,52week,0.5629,0.3903,37
Sofia Kenin,hard,career,0.5840,0.4120,241
Sofia Kenin,clay,career,0.5660,0.4370,63
Sofia Kenin,grass,career,0.6000,0.4000,28
Sofia Kenin,all,career,0.5819,0.4157,332
Kamilla Rakhimova,hard,52week,0.5380,0.4280,22
Kamilla Rakhimova,clay,52week,0.5260,0.4590,6
Kamilla Rakhimova,grass,52week,0.5720,0.4370,7
Kamilla Rakhimova,all,52week,0.5427,0.4351,35
Kamilla Rakhimova,hard,career,0.5550,0.4160,75
Kamilla Rakhimova,clay,career,0.5230,0.4560,51
Kamilla Rakhimova,grass,career,0.5630,0.4290,14
Kamilla Rakhimova,all,career,0.5441,0.4319,140
Leolia Jeanjean,hard,52week,0.5400,0.3590,12
Leolia Jeanjean,clay,52week,0.5290,0.4200,6
Leolia Jeanjean,grass,52week,0.5550,0.4350,2
Leolia Jeanjean,all,52week,0.5382,0.3849,20
Leolia Jeanjean,hard,career,0.5440,0.3370,20
Leolia Jeanjean,clay,career,0.5290,0.4380,26
Leolia Jeanjean,grass,career,0.5360,0.3630,5
Leolia Jeanjean,all,career,0.5356,0.3910,51
Anna Blinkova,hard,52week,0.5240,0.4280,21
Anna Blinkova,clay,52week,0.4680,0.4680,5
Anna Blinkova,grass,52week,0.5010,0.4330,4
Anna Blinkova,all,52week,0.5116,0.4353,30
Anna Blinkova,hard,career,0.5360,0.4280,169
Anna Blinkova,clay,career,0.5200,0.4440,55
Anna Blinkova,grass,career,0.5420,0.4450,36
Anna Blinkova,all,career,0.5334,0.4337,260
Kaja Juvan,hard,52week,0.5490,0.4170,8
Kaja Juvan,clay,52week,0.5940,0.4660,4
Kaja Juvan,grass,52week,0.5930,0.4240,1
Kaja Juvan,all,52week,0.5662,0.4326,13
Kaja Juvan,hard,career,0.5640,0.4200,71
Kaja Juvan,clay,career,0.5540,0.4700,37
Kaja Juvan,grass,career,0.5880,0.4100,14
Kaja Juvan,all,career,0.5637,0.4340,122
Alina Charaeva,hard,52week,0.5190,0.3180,2
Alina Charaeva,clay,52week,0.5220,0.4400,4
Alina Charaeva,all,52week,0.5210,0.3993,6
Simona Waltert,hard,52week,0.5240,0.3700,4
Simona Waltert,clay,52week,0.5200,0.4780,10
Simona Waltert,grass,52week,0.3960,0.2310,1
Simona Waltert,all,52week,0.5128,0.4327,15
Simona Waltert,hard,career,0.5100,0.4020,8
Simona Waltert,clay,career,0.5370,0.4590,24
Simona Waltert,grass,career,0.4670,0.3210,2
Simona Waltert,all,career,0.5265,0.4375,34
Vera Zvonareva,hard,52week,0.5860,0.4190,5
Vera Zvonareva,clay,52week,0.5160,0.3270,1
Vera Zvonareva,all,52week,0.5743,0.4037,6
Vera Zvonareva,hard,career,0.5840,0.4590,508
Vera Zvonareva,clay,career,0.5650,0.4640,158
Vera Zvonareva,grass,career,0.6040,0.4290,61
Vera Zvonareva,all,career,0.5815,0.4576,727
Polina Kudermetova,hard,52week,0.5320,0.4180,15
Polina Kudermetova,clay,52week,0.5060,0.4290,2
Polina Kudermetova,grass,52week,0.4860,0.2920,2
Polina Kudermetova,all,52week,0.5244,0.4059,19
Polina Kudermetova,hard,career,0.5420,0.4350,39
Polina Kudermetova,clay,career,0.5040,0.4070,10
Polina Kudermetova,grass,career,0.5330,0.3430,7
Polina Kudermetova,all,career,0.5341,0.4185,56
Jil Teichmann,hard,52week,0.5120,0.3260,3
Jil Teichmann,clay,52week,0.5570,0.4750,13
Jil Teichmann,grass,52week,0.6510,0.2970,1
Jil Teichmann,all,52week,0.5546,0.4382,17
Jil Teichmann,hard,career,0.5720,0.4220,121
Jil Teichmann,clay,career,0.5550,0.4590,77
Jil Teichmann,grass,career,0.5420,0.3710,10
Jil Teichmann,all,career,0.5643,0.4332,208
Lanlana Tararudee,hard,52week,0.6040,0.4750,10
Lanlana Tararudee,grass,52week,0.6380,0.3510,2
Lanlana Tararudee,all,52week,0.6097,0.4543,12
Lanlana Tararudee,hard,career,0.5820,0.4700,14
Lanlana Tararudee,grass,career,0.6380,0.3510,2
Lanlana Tararudee,all,career,0.5890,0.4551,16
Sloane Stephens,hard,52week,0.5300,0.3980,6
Sloane Stephens,clay,52week,0.5020,0.3350,5
Sloane Stephens,all,52week,0.5173,0.3694,11
Sloane Stephens,hard,career,0.5630,0.4380,348
Sloane Stephens,clay,career,0.5700,0.4440,162
Sloane Stephens,grass,career,0.5870,0.4170,42
Sloane Stephens,all,career,0.5669,0.4382,552
Storm Hunter,hard,52week,0.5160,0.4560,9
Storm Hunter,all,52week,0.5160,0.4560,9
Storm Hunter,hard,career,0.5400,0.4220,53
Storm Hunter,clay,career,0.5200,0.4210,12
Storm Hunter,grass,career,0.4450,0.3860,2
Storm Hunter,all,career,0.5336,0.4207,67
Laura Samson,hard,52week,0.4460,0.4460,1
Laura Samson,clay,52week,0.5500,0.5150,10
Laura Samson,all,52week,0.5405,0.5087,11
Laura Samson,hard,career,0.4500,0.4510,2
Laura Samson,clay,career,0.5380,0.5180,14
Laura Samson,all,career,0.5270,0.5096,16
Panna Udvardy,hard,52week,0.5670,0.4060,7
Panna Udvardy,clay,52week,0.5740,0.4400,21
Panna Udvardy,grass,52week,0.5640,0.3700,5
Panna Udvardy,all,52week,0.5710,0.4222,33
Panna Udvardy,hard,career,0.5270,0.4000,19
Panna Udvardy,clay,career,0.5550,0.4430,43
Panna Udvardy,grass,career,0.5510,0.3740,10
Panna Udvardy,all,career,0.5471,0.4221,72
Lin Zhu,hard,52week,0.5490,0.4450,16
Lin Zhu,grass,52week,0.6050,0.3380,1
Lin Zhu,all,52week,0.5523,0.4387,17
Lin Zhu,hard,career,0.5550,0.4390,180
Lin Zhu,clay,career,0.4840,0.4160,14
Lin Zhu,grass,career,0.5750,0.4160,22
Lin Zhu,all,career,0.5524,0.4352,216
Janice Tjen,hard,52week,0.6060,0.4050,27
Janice Tjen,clay,52week,0.5320,0.4270,7
Janice Tjen,grass,52week,0.5990,0.3630,5
Janice Tjen,all,52week,0.5918,0.4036,39
Janice Tjen,hard,career,0.6000,0.4020,28
Janice Tjen,clay,career,0.5320,0.4270,7
Janice Tjen,grass,career,0.5990,0.3630,5
Janice Tjen,all,career,0.5880,0.4015,40
Maya Joint,hard,52week,0.5560,0.4300,34
Maya Joint,clay,52week,0.4870,0.3550,3
Maya Joint,grass,52week,0.5360,0.3990,5
Maya Joint,all,52week,0.5487,0.4210,42
Maya Joint,hard,career,0.5580,0.4350,50
Maya Joint,clay,career,0.5620,0.4530,12
Maya Joint,grass,career,0.5520,0.4460,10
Maya Joint,all,career,0.5578,0.4395,72
Elina Avanesyan,hard,52week,0.5080,0.4470,3
Elina Avanesyan,clay,52week,0.5090,0.5240,4
Elina Avanesyan,all,52week,0.5086,0.4910,7
Elina Avanesyan,hard,career,0.5300,0.4550,56
Elina Avanesyan,clay,career,0.5360,0.4770,43
Elina Avanesyan,grass,career,0.5050,0.4420,8
Elina Avanesyan,all,career,0.5305,0.4629,107
Sara Sorribes Tormo,hard,52week,0.4970,0.5170,2
Sara Sorribes Tormo,clay,52week,0.4940,0.4530,2
Sara Sorribes Tormo,grass,52week,0.5710,0.4590,2
Sara Sorribes Tormo,all,52week,0.5207,0.4763,6
Sara Sorribes Tormo,hard,career,0.5150,0.4680,159
Sara Sorribes Tormo,clay,career,0.5070,0.4890,117
Sara Sorribes Tormo,grass,career,0.5300,0.4310,26
Sara Sorribes Tormo,all,career,0.5132,0.4730,302
Oksana Selekhmeteva,hard,52week,0.5330,0.4440,12
Oksana Selekhmeteva,clay,52week,0.5070,0.4010,4
Oksana Selekhmeteva,grass,52week,0.5960,0.4510,2
Oksana Selekhmeteva,all,52week,0.5342,0.4352,18
Oksana Selekhmeteva,hard,career,0.5280,0.4410,19
Oksana Selekhmeteva,clay,career,0.5150,0.4510,10
Oksana Selekhmeteva,grass,career,0.5960,0.4510,2
Oksana Selekhmeteva,all,career,0.5282,0.4449,31
Tatiana Prozorova,hard,52week,0.5540,0.4010,5
Tatiana Prozorova,all,52week,0.5540,0.4010,5
Tatiana Prozorova,hard,career,0.5320,0.4100,9
Tatiana Prozorova,clay,career,0.5190,0.4180,3
Tatiana Prozorova,all,career,0.5288,0.4120,12
Emerson Jones,hard,52week,0.5140,0.4240,6
Emerson Jones,all,52week,0.5140,0.4240,6
Emerson Jones,hard,career,0.5100,0.4330,9
Emerson Jones,all,career,0.5100,0.4330,9
Lilli Tagger,hard,52week,0.5800,0.4500,11
Lilli Tagger,clay,52week,0.5810,0.4010,6
Lilli Tagger,grass,52week,0.6820,0.3060,1
Lilli Tagger,all,52week,0.5860,0.4257,18
Lilli Tagger,hard,career,0.5800,0.4500,11
Lilli Tagger,clay,career,0.5810,0.4010,6
Lilli Tagger,grass,career,0.6820,0.3060,1
Lilli Tagger,all,career,0.5860,0.4257,18
Darja Vidmanova,hard,52week,0.5430,0.4070,5
Darja Vidmanova,clay,52week,0.4770,0.4270,1
Darja Vidmanova,grass,52week,0.4750,0.3680,1
Darja Vidmanova,all,52week,0.5239,0.4043,7
Renata Zarazua,hard,52week,0.5610,0.4330,18
Renata Zarazua,clay,52week,0.5670,0.4510,4
Renata Zarazua,grass,52week,0.5210,0.3280,6
Renata Zarazua,all,52week,0.5533,0.4131,28
Renata Zarazua,hard,career,0.5400,0.4350,68
Renata Zarazua,clay,career,0.5010,0.4590,26
Renata Zarazua,grass,career,0.5360,0.3300,7
Renata Zarazua,all,career,0.5297,0.4339,101
Katarzyna Kawa,hard,52week,0.5180,0.4400,4
Katarzyna Kawa,clay,52week,0.5650,0.4870,6
Katarzyna Kawa,all,52week,0.5462,0.4682,10
Katarzyna Kawa,hard,career,0.5230,0.4320,20
Katarzyna Kawa,clay,career,0.5050,0.5060,28
Katarzyna Kawa,grass,career,0.5300,0.3780,3
Katarzyna Kawa,all,career,0.5135,0.4695,51
Caroline Dolehide,hard,52week,0.5670,0.3990,9
Caroline Dolehide,clay,52week,0.4740,0.3810,1
Caroline Dolehide,all,52week,0.5577,0.3972,10
Caroline Dolehide,hard,career,0.5690,0.4090,87
Caroline Dolehide,clay,career,0.5640,0.4080,25
Caroline Dolehide,grass,career,0.5670,0.3630,12
Caroline Dolehide,all,career,0.5678,0.4043,124
Tamara Korpatsch,hard,52week,0.5630,0.4760,8
Tamara Korpatsch,clay,52week,0.5150,0.4370,9
Tamara Korpatsch,grass,52week,0.5330,0.3130,2
Tamara Korpatsch,all,52week,0.5371,0.4404,19
Tamara Korpatsch,hard,career,0.5330,0.4410,50
Tamara Korpatsch,clay,career,0.5160,0.4570,54
