player,surface,period,spw,rpw,matches
Tamara Korpatsch,grass,career,0.5410,0.3670,14
Tamara Korpatsch,all,career,0.5262,0.4395,118
Venus Williams,hard,52week,0.5310,0.3850,10
Venus Williams,clay,52week,0.4780,0.3770,1
Venus Williams,grass,52week,0.5820,0.4000,1
Venus Williams,all,52week,0.5308,0.3856,12
Venus Williams,hard,career,0.5850,0.4580,689
Venus Williams,clay,career,0.5750,0.4620,239
Venus Williams,grass,career,0.6270,0.4450,125
Venus Williams,all,career,0.5877,0.4574,1053
Moyuka Uchijima,hard,52week,0.5170,0.3980,18
Moyuka Uchijima,clay,52week,0.5040,0.4250,5
Moyuka Uchijima,all,52week,0.5142,0.4039,23
Moyuka Uchijima,hard,career,0.5350,0.4070,63
Moyuka Uchijima,clay,career,0.5470,0.4510,23
Moyuka Uchijima,grass,career,0.4980,0.3040,4
Moyuka Uchijima,all,career,0.5364,0.4137,90
Fiona Ferro,hard,52week,0.5320,0.5040,2
Fiona Ferro,clay,52week,0.5420,0.4430,5
Fiona Ferro,all,52week,0.5391,0.4604,7
Fiona Ferro,hard,career,0.5280,0.4400,60
Fiona Ferro,clay,career,0.5500,0.4460,61
Fiona Ferro,grass,career,0.4310,0.3810,5
Fiona Ferro,all,career,0.5348,0.4406,126
Hanne Vandewinkel,hard,52week,0.6110,0.4770,4
Hanne Vandewinkel,clay,52week,0.5420,0.4170,4
Hanne Vandewinkel,grass,52week,0.5790,0.3500,3
Hanne Vandewinkel,all,52week,0.5772,0.4205,11
Hanne Vandewinkel,hard,career,0.6110,0.4770,4
Hanne Vandewinkel,clay,career,0.5420,0.4170,4
Hanne Vandewinkel,grass,career,0.5790,0.3500,3
Hanne Vandewinkel,all,career,0.5772,0.4205,11
Celine Naef,hard,career,0.5800,0.3840,4
Celine Naef,clay,career,0.5060,0.4630,1
Celine Naef,grass,career,0.5660,0.3870,6
Celine Naef,all,career,0.5656,0.3928,11
Dalma Galfi,hard,52week,0.5840,0.3510,12
Dalma Galfi,clay,52week,0.5430,0.4450,12
Dalma Galfi,all,52week,0.5635,0.3980,24
Dalma Galfi,hard,career,0.5800,0.3730,50
Dalma Galfi,clay,career,0.5440,0.4320,30
Dalma Galfi,grass,career,0.6060,0.3980,16
Dalma Galfi,all,career,0.5731,0.3956,96
Rebecca Sramkova,hard,52week,0.5610,0.4190,24
Rebecca Sramkova,grass,52week,0.5820,0.3380,1
Rebecca Sramkova,all,52week,0.5618,0.4158,25
Rebecca Sramkova,hard,career,0.5630,0.4300,74
Rebecca Sramkova,clay,career,0.5510,0.4360,24
Rebecca Sramkova,grass,career,0.5820,0.3870,10
Rebecca Sramkova,all,career,0.5621,0.4274,108
Alycia Parks,hard,52week,0.5700,0.4140,32
Alycia Parks,clay,52week,0.5720,0.3920,11
Alycia Parks,grass,52week,0.5780,0.4360,2
Alycia Parks,all,52week,0.5708,0.4096,45
Alycia Parks,hard,career,0.5690,0.4050,83
Alycia Parks,clay,career,0.5520,0.3930,33
Alycia Parks,grass,career,0.5580,0.3650,11
Alycia Parks,all,career,0.5636,0.3984,127
Anca Alexia Todoni,hard,52week,0.5850,0.3400,3
Anca Alexia Todoni,clay,52week,0.5270,0.2920,1
Anca Alexia Todoni,grass,52week,0.6210,0.3060,2
Anca Alexia Todoni,all,52week,0.5873,0.3207,6
Anca Alexia Todoni,hard,career,0.5830,0.3250,4
Anca Alexia Todoni,clay,career,0.5510,0.3940,6
Anca Alexia Todoni,grass,career,0.6140,0.3410,4
Anca Alexia Todoni,all,career,0.5781,0.3591,14
Mia Pohankova,hard,52week,0.5430,0.4470,3
Mia Pohankova,clay,52week,0.5570,0.3710,1
Mia Pohankova,grass,52week,0.5520,0.4200,2
Mia Pohankova,all,52week,0.5483,0.4253,6
Tamara Zidansek,hard,52week,0.5520,0.3690,2
Tamara Zidansek,clay,52week,0.5400,0.4770,4
Tamara Zidansek,all,52week,0.5440,0.4410,6
Tamara Zidansek,hard,career,0.5350,0.4350,96
Tamara Zidansek,clay,career,0.5500,0.4650,78
Tamara Zidansek,grass,career,0.5160,0.4040,11
Tamara Zidansek,all,career,0.5402,0.4458,185
Darja Semenistaja,hard,52week,0.4750,0.3130,3
Darja Semenistaja,clay,52week,0.5410,0.4440,4
Darja Semenistaja,grass,52week,0.5790,0.3780,1
Darja Semenistaja,all,52week,0.5210,0.3866,8
Darja Semenistaja,hard,career,0.4850,0.3600,7
Darja Semenistaja,clay,career,0.5360,0.4570,8
Darja Semenistaja,grass,career,0.5790,0.3780,1
Darja Semenistaja,all,career,0.5164,0.4096,16
Lulu Sun,hard,52week,0.6060,0.3810,16
Lulu Sun,clay,52week,0.5970,0.3370,1
Lulu Sun,grass,52week,0.6000,0.3610,1
Lulu Sun,all,52week,0.6052,0.3774,18
Lulu Sun,hard,career,0.5990,0.3760,47
Lulu Sun,clay,career,0.5660,0.3730,8
Lulu Sun,grass,career,0.5980,0.3880,11
Lulu Sun,all,career,0.5948,0.3776,66
Kayla Day,hard,career,0.5580,0.3650,24
Kayla Day,clay,career,0.5200,0.4370,9
Kayla Day,grass,career,0.5960,0.3260,2
Kayla Day,all,career,0.5504,0.3813,35
Marina Bassols Ribera,clay,52week,0.5520,0.5230,6
Marina Bassols Ribera,all,52week,0.5520,0.5230,6
Marina Bassols Ribera,hard,career,0.5090,0.3800,8
Marina Bassols Ribera,clay,career,0.5270,0.4420,14
Marina Bassols Ribera,all,career,0.5205,0.4195,22
Yue Yuan,hard,52week,0.5660,0.4210,21
Yue Yuan,clay,52week,0.5370,0.3520,2
Yue Yuan,all,52week,0.5635,0.4150,23
Yue Yuan,hard,career,0.5670,0.4310,94
Yue Yuan,clay,career,0.5440,0.4180,16
Yue Yuan,grass,career,0.5650,0.3920,13
Yue Yuan,all,career,0.5638,0.4252,123
Andrea Lazaro Garcia,clay,52week,0.5730,0.5480,5
Andrea Lazaro Garcia,all,52week,0.5730,0.5480,5
Andrea Lazaro Garcia,hard,career,0.5970,0.4900,4
Andrea Lazaro Garcia,clay,career,0.5500,0.5100,6
Andrea Lazaro Garcia,all,career,0.5688,0.5020,10
Veronika Erjavec,hard,52week,0.4850,0.4060,5
Veronika Erjavec,clay,52week,0.5980,0.4280,6
Veronika Erjavec,grass,52week,0.5390,0.4130,1
Veronika Erjavec,all,52week,0.5460,0.4176,12
Veronika Erjavec,hard,career,0.4940,0.4030,6
Veronika Erjavec,clay,career,0.5980,0.4280,6
Veronika Erjavec,grass,career,0.5590,0.3750,3
Veronika Erjavec,all,career,0.5486,0.4074,15
Hanyu Guo,hard,52week,0.5170,0.4490,7
Hanyu Guo,all,52week,0.5170,0.4490,7
Hanyu Guo,hard,career,0.5050,0.4260,12
Hanyu Guo,all,career,0.5050,0.4260,12
Viktoriya Tomova,hard,52week,0.5000,0.4500,6
Viktoriya Tomova,clay,52week,0.5700,0.4360,6
Viktoriya Tomova,all,52week,0.5350,0.4430,12
Viktoriya Tomova,hard,career,0.5170,0.4390,91
Viktoriya Tomova,clay,career,0.5170,0.4570,61
Viktoriya Tomova,grass,career,0.5530,0.3990,24
Viktoriya Tomova,all,career,0.5219,0.4398,176
Linda Fruhvirtova,hard,52week,0.5430,0.4560,11
Linda Fruhvirtova,clay,52week,0.4070,0.4440,2
Linda Fruhvirtova,all,52week,0.5221,0.4542,13
Linda Fruhvirtova,hard,career,0.5530,0.4440,64
Linda Fruhvirtova,clay,career,0.4980,0.4540,22
Linda Fruhvirtova,grass,career,0.5810,0.3930,7
Linda Fruhvirtova,all,career,0.5421,0.4425,93
Lucia Bronzetti,hard,52week,0.5450,0.4000,13
Lucia Bronzetti,clay,52week,0.5390,0.5000,6
Lucia Bronzetti,all,52week,0.5431,0.4316,19
Lucia Bronzetti,hard,career,0.5570,0.4320,104
Lucia Bronzetti,clay,career,0.5380,0.4560,53
Lucia Bronzetti,grass,career,0.5700,0.3830,16
Lucia Bronzetti,all,career,0.5524,0.4348,173
Leyre Romero Gormaz,clay,52week,0.5970,0.4560,4
Leyre Romero Gormaz,all,52week,0.5970,0.4560,4
Suzan Lamens,hard,52week,0.5180,0.4420,19
Suzan Lamens,grass,52week,0.5950,0.3950,4
Suzan Lamens,all,52week,0.5314,0.4338,23
Suzan Lamens,hard,career,0.5300,0.4470,45
Suzan Lamens,clay,career,0.5530,0.4610,21
Suzan Lamens,grass,career,0.5640,0.4040,11
Suzan Lamens,all,career,0.5411,0.4447,77
Beatriz Haddad Maia,hard,52week,0.5440,0.4250,19
Beatriz Haddad Maia,clay,52week,0.5270,0.3500,3
Beatriz Haddad Maia,grass,52week,0.5590,0.3980,3
Beatriz Haddad Maia,all,52week,0.5438,0.4128,25
Beatriz Haddad Maia,hard,career,0.5820,0.4270,187
Beatriz Haddad Maia,clay,career,0.5640,0.4400,83
Beatriz Haddad Maia,grass,career,0.6240,0.4040,41
Beatriz Haddad Maia,all,career,0.5827,0.4274,311
Rebecca Marino,hard,52week,0.5560,0.4160,5
Rebecca Marino,all,52week,0.5560,0.4160,5
Rebecca Marino,hard,career,0.5960,0.3790,103
Rebecca Marino,clay,career,0.5310,0.3760,14
Rebecca Marino,grass,career,0.5860,0.3920,20
Rebecca Marino,all,career,0.5879,0.3806,137
Alisa Oktiabreva,clay,52week,0.6000,0.5000,5
Alisa Oktiabreva,all,52week,0.6000,0.5000,5
Emiliana Arango,hard,52week,0.5200,0.4440,23
Emiliana Arango,clay,52week,0.5720,0.4700,10
Emiliana Arango,grass,52week,0.5130,0.4210,3
Emiliana Arango,all,52week,0.5339,0.4493,36
Emiliana Arango,hard,career,0.5280,0.4570,42
Emiliana Arango,clay,career,0.5290,0.4570,46
Emiliana Arango,grass,career,0.5270,0.4260,5
Emiliana Arango,all,career,0.5284,0.4553,93
Francesca Jones,hard,52week,0.5320,0.4090,15
Francesca Jones,clay,52week,0.5670,0.4800,10
Francesca Jones,grass,52week,0.5500,0.3030,4
Francesca Jones,all,52week,0.5466,0.4189,29
Francesca Jones,hard,career,0.5340,0.4140,22
Francesca Jones,clay,career,0.5530,0.4860,18
Francesca Jones,grass,career,0.5610,0.3650,17
Francesca Jones,all,career,0.5481,0.4221,57
Susan Bandecchi,hard,52week,0.4770,0.4670,1
Susan Bandecchi,clay,52week,0.6070,0.4930,6
Susan Bandecchi,all,52week,0.5884,0.4893,7
Susan Bandecchi,hard,career,0.5660,0.3880,3
Susan Bandecchi,clay,career,0.5770,0.4340,10
Susan Bandecchi,grass,career,0.5260,0.3860,1
Susan Bandecchi,all,career,0.5710,0.4207,14
Harmony Tan,hard,career,0.5390,0.4010,24
Harmony Tan,clay,career,0.5100,0.4350,19
Harmony Tan,grass,career,0.5620,0.4460,5
Harmony Tan,all,career,0.5299,0.4191,48
Himeno Sakatsume,hard,52week,0.5900,0.4480,6
Himeno Sakatsume,grass,52week,0.5140,0.3000,1
Himeno Sakatsume,all,52week,0.5791,0.4269,7
Himeno Sakatsume,hard,career,0.5850,0.4220,12
Himeno Sakatsume,grass,career,0.5140,0.3000,1
Himeno Sakatsume,all,career,0.5795,0.4126,13
Noma Noha Akugue,clay,52week,0.5630,0.4760,9
Noma Noha Akugue,all,52week,0.5630,0.4760,9
Noma Noha Akugue,hard,career,0.4780,0.3670,1
Noma Noha Akugue,clay,career,0.5510,0.4590,17
Noma Noha Akugue,all,career,0.5469,0.4539,18
Harriet Dart,hard,52week,0.4760,0.4550,3
Harriet Dart,grass,52week,0.5210,0.4470,5
Harriet Dart,all,52week,0.5041,0.4500,8
Harriet Dart,hard,career,0.5280,0.4320,70
Harriet Dart,clay,career,0.5000,0.3980,12
Harriet Dart,grass,career,0.5610,0.4260,53
Harriet Dart,all,career,0.5385,0.4266,135
Ella Seidel,hard,52week,0.5580,0.4010,23
Ella Seidel,clay,52week,0.4950,0.3710,4
Ella Seidel,grass,52week,0.5470,0.2980,1
Ella Seidel,all,52week,0.5486,0.3930,28
Ella Seidel,hard,career,0.5600,0.4000,31
Ella Seidel,clay,career,0.5320,0.4200,13
Ella Seidel,grass,career,0.5640,0.2980,2
Ella Seidel,all,career,0.5523,0.4012,46
Julia Grabher,hard,52week,0.5120,0.3490,4
Julia Grabher,clay,52week,0.5390,0.4630,11
Julia Grabher,all,52week,0.5318,0.4326,15
Julia Grabher,hard,career,0.5380,0.3790,37
Julia Grabher,clay,career,0.5450,0.4550,44
Julia Grabher,grass,career,0.5340,0.2680,2
Julia Grabher,all,career,0.5416,0.4166,83
Lucrezia Stefanini,hard,52week,0.5350,0.4560,5
Lucrezia Stefanini,clay,52week,0.2780,0.3570,1
Lucrezia Stefanini,all,52week,0.4922,0.4395,6
Lucrezia Stefanini,hard,career,0.5270,0.4550,30
Lucrezia Stefanini,clay,career,0.4810,0.4660,11
Lucrezia Stefanini,grass,career,0.4830,0.4250,4
Lucrezia Stefanini,all,career,0.5118,0.4550,45
Tereza Martincova,hard,52week,0.6000,0.4670,4
Tereza Martincova,clay,52week,0.3670,0.4130,1
Tereza Martincova,all,52week,0.5534,0.4562,5
Tereza Martincova,hard,career,0.5490,0.4270,116
Tereza Martincova,clay,career,0.5270,0.4520,32
Tereza Martincova,grass,career,0.6040,0.4010,25
Tereza Martincova,all,career,0.5529,0.4279,173
Zhuoxuan Bai,hard,52week,0.5380,0.4240,6
Zhuoxuan Bai,all,52week,0.5380,0.4240,6
Zhuoxuan Bai,hard,career,0.5460,0.4330,15
Zhuoxuan Bai,clay,career,0.5520,0.3990,5
Zhuoxuan Bai,grass,career,0.5270,0.3300,4
Zhuoxuan Bai,all,career,0.5441,0.4088,24
Heather Watson,hard,career,0.5630,0.4310,244
Heather Watson,clay,career,0.5310,0.4340,42
Heather Watson,grass,career,0.5870,0.4100,91
Heather Watson,all,career,0.5652,0.4263,377
Victoria Jimenez Kasintseva,hard,52week,0.5270,0.4410,12
Victoria Jimenez Kasintseva,clay,52week,0.4880,0.4210,4
Victoria Jimenez Kasintseva,grass,52week,0.4680,0.2550,1
Victoria Jimenez Kasintseva,all,52week,0.5144,0.4254,17
Victoria Jimenez Kasintseva,hard,career,0.5370,0.4280,19
Victoria Jimenez Kasintseva,clay,career,0.4990,0.4000,9
Victoria Jimenez Kasintseva,grass,career,0.4680,0.2550,1
Victoria Jimenez Kasintseva,all,career,0.5228,0.4133,29
Taylah Preston,hard,52week,0.5240,0.4900,6
Taylah Preston,grass,52week,0.5340,0.4760,2
Taylah Preston,all,52week,0.5265,0.4865,8
Taylah Preston,hard,career,0.5130,0.4530,13
Taylah Preston,grass,career,0.5350,0.4790,3
Taylah Preston,all,career,0.5171,0.4579,16
Elsa Jacquemot,hard,52week,0.5480,0.4090,19
Elsa Jacquemot,clay,52week,0.4810,0.4200,7
Elsa Jacquemot,grass,52week,0.5080,0.3380,1
Elsa Jacquemot,all,52week,0.5291,0.4092,27
Elsa Jacquemot,hard,career,0.5380,0.4210,25
Elsa Jacquemot,clay,career,0.5250,0.4180,21
Elsa Jacquemot,grass,career,0.5340,0.3950,4
Elsa Jacquemot,all,career,0.5322,0.4177,50
Eva Vedder,hard,career,0.6380,0.4130,6
Eva Vedder,clay,career,0.4830,0.3950,4
Eva Vedder,grass,career,0.5840,0.3490,1
Eva Vedder,all,career,0.5767,0.4006,11
Elena Pridankina,hard,52week,0.4940,0.4660,3
Elena Pridankina,clay,52week,0.4960,0.4640,3
Elena Pridankina,all,52week,0.4950,0.4650,6
Iryna Shymanovich,clay,52week,0.5720,0.4090,4
Iryna Shymanovich,grass,52week,0.5180,0.3860,1
Iryna Shymanovich,all,52week,0.5612,0.4044,5
Iryna Shymanovich,hard,career,0.5120,0.3390,5
Iryna Shymanovich,clay,career,0.5230,0.4330,10
Iryna Shymanovich,grass,career,0.5180,0.3860,1
Iryna Shymanovich,all,career,0.5192,0.4007,16
Polona Hercog,hard,career,0.5710,0.3920,182
Polona Hercog,clay,career,0.5700,0.4470,180
Polona Hercog,grass,career,0.5700,0.3850,32
Polona Hercog,all,career,0.5705,0.4166,394
Varvara Lepchenko,hard,52week,0.4600,0.3510,1
Varvara Lepchenko,clay,52week,0.5850,0.4290,4
Varvara Lepchenko,all,52week,0.5600,0.4134,5
Varvara Lepchenko,hard,career,0.5590,0.4160,226
Varvara Lepchenko,clay,career,0.5490,0.4370,115
Varvara Lepchenko,grass,career,0.5750,0.3650,36
Varvara Lepchenko,all,career,0.5575,0.4175,377
Jana Fett,hard,52week,0.4840,0.5180,1
Jana Fett,clay,52week,0.5150,0.4480,5
Jana Fett,all,52week,0.5098,0.4597,6
Jana Fett,hard,career,0.5260,0.4460,47
Jana Fett,clay,career,0.5150,0.4650,17
Jana Fett,grass,career,0.5360,0.4060,6
Jana Fett,all,career,0.5242,0.4472,70
Maddison Inglis,hard,52week,0.5670,0.3830,6
Maddison Inglis,grass,52week,0.5570,0.4210,1
Maddison Inglis,all,52week,0.5656,0.3884,7
Maddison Inglis,hard,career,0.5430,0.3900,29
Maddison Inglis,clay,career,0.4780,0.4710,3
Maddison Inglis,grass,career,0.6100,0.3760,4
Maddison Inglis,all,career,0.5450,0.3952,36
Dominika Salkova,hard,52week,0.5490,0.4740,6
Dominika Salkova,clay,52week,0.4790,0.4640,3
Dominika Salkova,all,52week,0.5257,0.4707,9
Dominika Salkova,hard,career,0.5460,0.4650,10
Dominika Salkova,clay,career,0.5240,0.4750,5
Dominika Salkova,all,career,0.5387,0.4683,15
Priscilla Hon,hard,52week,0.5550,0.4190,11
Priscilla Hon,grass,52week,0.4770,0.4240,1
Priscilla Hon,all,52week,0.5485,0.4194,12
Priscilla Hon,hard,career,0.5520,0.4060,54
Priscilla Hon,clay,career,0.6080,0.3990,2
Priscilla Hon,grass,career,0.4820,0.3550,3
Priscilla Hon,all,career,0.5503,0.4032,59
Veronika Podrez,clay,52week,0.5120,0.4940,5
Veronika Podrez,all,52week,0.5120,0.4940,5
Vendula Valdmannova,hard,52week,0.5140,0.4780,5
Vendula Valdmannova,all,52week,0.5140,0.4780,5
Katie Swan,hard,career,0.5660,0.4810,13
Katie Swan,grass,career,0.5750,0.3570,17
Katie Swan,all,career,0.5711,0.4107,30
Lisa Pigato,clay,52week,0.5620,0.4870,5
Lisa Pigato,all,52week,0.5620,0.4870,5
Anastasia Gasanova,hard,52week,0.5180,0.4400,3
Anastasia Gasanova,grass,52week,0.5650,0.3960,2
Anastasia Gasanova,all,52week,0.5368,0.4224,5
Anastasia Gasanova,hard,career,0.5350,0.4610,22
Anastasia Gasanova,clay,career,0.4940,0.3760,3
Anastasia Gasanova,grass,career,0.5250,0.4270,5
Anastasia Gasanova,all,career,0.5292,0.4468,30
Jessika Ponchet,hard,52week,0.5770,0.4110,4
Jessika Ponchet,clay,52week,0.5790,0.3330,1
Jessika Ponchet,all,52week,0.5774,0.3954,5
Jessika Ponchet,hard,career,0.5610,0.3850,21
Jessika Ponchet,clay,career,0.5260,0.3630,8
Jessika Ponchet,grass,career,0.5210,0.3890,2
Jessika Ponchet,all,career,0.5494,0.3796,31
Olivia Gadecki,hard,52week,0.5600,0.4000,2
Olivia Gadecki,clay,52week,0.4870,0.4190,2
Olivia Gadecki,grass,52week,0.5860,0.3700,1
Olivia Gadecki,all,52week,0.5360,0.4016,5
Olivia Gadecki,hard,career,0.5640,0.4050,29
Olivia Gadecki,clay,career,0.5190,0.3830,5
Olivia Gadecki,grass,career,0.5690,0.3820,4
Olivia Gadecki,all,career,0.5586,0.3997,38
Nao Hibino,hard,career,0.5520,0.4260,163
Nao Hibino,clay,career,0.5160,0.4280,40
Nao Hibino,grass,career,0.5490,0.3820,13
Nao Hibino,all,career,0.5452,0.4237,216
Madison Brengle,hard,career,0.5220,0.4430,167
Madison Brengle,clay,career,0.5150,0.4460,48
Madison Brengle,grass,career,0.5410,0.4300,30
Madison Brengle,all,career,0.5230,0.4420,245
Julia Riera,hard,52week,0.5480,0.4070,2
Julia Riera,clay,52week,0.5740,0.4850,6
Julia Riera,all,52week,0.5675,0.4655,8
Julia Riera,hard,career,0.5760,0.3990,9
Julia Riera,clay,career,0.5560,0.4670,29
Julia Riera,grass,career,0.3650,0.4210,1
Julia Riera,all,career,0.5557,0.4501,39
Ekaterine Gorgodze,hard,career,0.5190,0.4520,24
Ekaterine Gorgodze,clay,career,0.4910,0.4660,19
Ekaterine Gorgodze,grass,career,0.5000,0.2860,1
Ekaterine Gorgodze,all,career,0.5065,0.4543,44
Mariam Bolkvadze,hard,career,0.5160,0.4480,15
Mariam Bolkvadze,clay,career,0.4280,0.3540,6
Mariam Bolkvadze,grass,career,0.4430,0.4520,3
Mariam Bolkvadze,all,career,0.4849,0.4250,24
En Shuo Liang,hard,career,0.5310,0.4180,19
En Shuo Liang,clay,career,0.5070,0.4680,1
En Shuo Liang,all,career,0.5298,0.4205,20
Sofia Costoulas,hard,52week,0.5550,0.4560,4
Sofia Costoulas,clay,52week,0.5060,0.4570,1
Sofia Costoulas,all,52week,0.5452,0.4562,5
Elizara Yaneva,clay,52week,0.5520,0.5040,7
Elizara Yaneva,all,52week,0.5520,0.5040,7
Elizara Yaneva,clay,career,0.5520,0.5040,7
Elizara Yaneva,all,career,0.5520,0.5040,7
Joanna Garland,hard,52week,0.5860,0.4030,5
Joanna Garland,all,52week,0.5860,0.4030,5
Elvina Kalieva,hard,52week,0.5480,0.4050,2
Elvina Kalieva,clay,52week,0.5710,0.3380,3
Elvina Kalieva,all,52week,0.5618,0.3648,5
Elvina Kalieva,hard,career,0.5240,0.3840,7
Elvina Kalieva,clay,career,0.5290,0.3310,4
Elvina Kalieva,all,career,0.5258,0.3647,11
Lola Radivojevic,clay,career,0.5130,0.4460,13
Lola Radivojevic,all,career,0.5130,0.4460,13
Oceane Dodin,hard,career,0.5650,0.4080,79
Oceane Dodin,clay,career,0.5340,0.4280,42
Oceane Dodin,grass,career,0.5960,0.3300,9
Oceane Dodin,all,career,0.5571,0.4091,130
Erika Andreeva,hard,career,0.5710,0.3960,33
Erika Andreeva,clay,career,0.5500,0.4010,17
Erika Andreeva,grass,career,0.5800,0.3380,2
Erika Andreeva,all,career,0.5645,0.3954,52
Aoi Ito,hard,52week,0.4940,0.4580,8
Aoi Ito,grass,52week,0.5350,0.4560,1
Aoi Ito,all,52week,0.4986,0.4578,9
Aoi Ito,hard,career,0.5140,0.4410,16
Aoi Ito,grass,career,0.5130,0.4540,2
Aoi Ito,all,career,0.5139,0.4424,18
Anna Lena Friedsam,hard,career,0.5680,0.4100,84
Anna Lena Friedsam,clay,career,0.5700,0.4110,49
Anna Lena Friedsam,grass,career,0.6130,0.3780,19
Anna Lena Friedsam,all,career,0.5743,0.4063,152
Katarina Zavatska,hard,career,0.5180,0.4270,22
Katarina Zavatska,clay,career,0.4870,0.4600,17
Katarina Zavatska,all,career,0.5045,0.4414,39
Anna Siskova,hard,52week,0.5080,0.4310,1
Anna Siskova,clay,52week,0.5330,0.4750,5
Anna Siskova,all,52week,0.5288,0.4677,6
Julia Avdeeva,clay,52week,0.5630,0.4140,5
Julia Avdeeva,all,52week,0.5630,0.4140,5
Elizabeth Mandlik,hard,52week,0.5270,0.4140,4
Elizabeth Mandlik,clay,52week,0.5000,0.4270,1
Elizabeth Mandlik,all,52week,0.5216,0.4166,5
Elizabeth Mandlik,hard,career,0.5200,0.4330,18
Elizabeth Mandlik,clay,career,0.4770,0.4280,3
Elizabeth Mandlik,grass,career,0.5500,0.4440,4
Elizabeth Mandlik,all,career,0.5196,0.4342,25
Zarina Diyas,hard,52week,0.5780,0.4510,8
Zarina Diyas,all,52week,0.5780,0.4510,8
Zarina Diyas,hard,career,0.5540,0.4470,179
Zarina Diyas,clay,career,0.5470,0.4360,49
Zarina Diyas,grass,career,0.5600,0.4000,24
Zarina Diyas,all,career,0.5532,0.4404,252
Xinyu Gao,hard,career,0.5030,0.4320,12
Xinyu Gao,all,career,0.5030,0.4320,12
Anouk Koevermans,clay,52week,0.5440,0.5010,5
Anouk Koevermans,all,52week,0.5440,0.5010,5
Mona Barthel,hard,career,0.5740,0.4240,201
Mona Barthel,clay,career,0.5590,0.4320,92
Mona Barthel,grass,career,0.5730,0.3800,35
Mona Barthel,all,career,0.5697,0.4215,328
Francisca Jorge,hard,career,0.5590,0.4340,15
Francisca Jorge,clay,career,0.4840,0.4060,6
Francisca Jorge,all,career,0.5376,0.4260,21
Astra Sharma,hard,career,0.5540,0.3810,29
Astra Sharma,clay,career,0.5760,0.4270,41
Astra Sharma,grass,career,0.5810,0.3650,5
Astra Sharma,all,career,0.5678,0.4051,75
Tiantsoa Sarah Rakotomanga Rajaonah,hard,52week,0.5590,0.4450,10
Tiantsoa Sarah Rakotomanga Rajaonah,clay,52week,0.5150,0.4130,3
Tiantsoa Sarah Rakotomanga Rajaonah,all,52week,0.5488,0.4376,13
Tiantsoa Sarah Rakotomanga Rajaonah,hard,career,0.5590,0.4450,10
Tiantsoa Sarah Rakotomanga Rajaonah,clay,career,0.5340,0.4460,7
Tiantsoa Sarah Rakotomanga Rajaonah,all,career,0.5487,0.4454,17
Viktoria Hruncakova,hard,career,0.5720,0.3970,104
Viktoria Hruncakova,clay,career,0.5640,0.4150,31
Viktoria Hruncakova,grass,career,0.6080,0.3890,14
Viktoria Hruncakova,all,career,0.5737,0.4000,149
Emina Bektas,hard,career,0.6090,0.3260,15
Emina Bektas,clay,career,0.5220,0.4830,3
Emina Bektas,grass,career,0.6190,0.3850,9
Emina Bektas,all,career,0.6027,0.3631,27
Aliona Bolsova,hard,career,0.5500,0.4030,14
Aliona Bolsova,clay,career,0.5250,0.4550,22
Aliona Bolsova,grass,career,0.5630,0.3640,1
Aliona Bolsova,all,career,0.5355,0.4329,37
Alevtina Ibragimova,clay,52week,0.5140,0.4830,5
Alevtina Ibragimova,all,52week,0.5140,0.4830,5
Caijsa Wilda Hennemann,hard,career,0.4910,0.3240,2
Caijsa Wilda Hennemann,clay,career,0.5090,0.4860,12
Caijsa Wilda Hennemann,all,career,0.5064,0.4629,14
Maria Lourdes Carle,clay,52week,0.5000,0.4620,7
Maria Lourdes Carle,all,52week,0.5000,0.4620,7
Maria Lourdes Carle,hard,career,0.4990,0.4400,15
Maria Lourdes Carle,clay,career,0.5110,0.4770,34
Maria Lourdes Carle,grass,career,0.3690,0.4460,1
Maria Lourdes Carle,all,career,0.5046,0.4653,50
Sachia Vickery,hard,career,0.5490,0.4470,58
Sachia Vickery,clay,career,0.5080,0.4450,27
Sachia Vickery,grass,career,0.5220,0.4340,10
Sachia Vickery,all,career,0.5345,0.4451,95
Arantxa Rus,hard,career,0.5530,0.4060,133
Arantxa Rus,clay,career,0.5310,0.4430,125
Arantxa Rus,grass,career,0.5630,0.3640,30
Arantxa Rus,all,career,0.5445,0.4177,288
Jazmin Ortenzi,hard,52week,0.4830,0.3020,1
Jazmin Ortenzi,clay,52week,0.5170,0.5140,4
Jazmin Ortenzi,all,52week,0.5102,0.4716,5
Jazmin Ortenzi,hard,career,0.5510,0.4060,2
Jazmin Ortenzi,clay,career,0.5500,0.5070,7
Jazmin Ortenzi,all,career,0.5502,0.4846,9
Mai Hontama,hard,career,0.5290,0.4510,44
Mai Hontama,clay,career,0.5580,0.4970,3
Mai Hontama,grass,career,0.5210,0.4550,2
Mai Hontama,all,career,0.5304,0.4540,49
Destanee Aiava,hard,career,0.5660,0.3680,18
Destanee Aiava,clay,career,0.4570,0.3260,2
Destanee Aiava,grass,career,0.5560,0.3130,2
Destanee Aiava,all,career,0.5552,0.3592,22
Mia Ristic,hard,career,0.4240,0.4490,1
Mia Ristic,clay,career,0.5350,0.3770,9
Mia Ristic,all,career,0.5239,0.3842,10
Clervie Ngounoue,hard,career,0.5880,0.4220,11
Clervie Ngounoue,clay,career,0.6300,0.5880,1
Clervie Ngounoue,all,career,0.5915,0.4358,12
Arina Rodionova,hard,career,0.5120,0.4180,51
