player,surface,period,spw,rpw,matches
Jordan Thompson,all,career,0.6366,0.3550,333
Jaime Faria,hard,52week,0.6050,0.3330,3
Jaime Faria,clay,52week,0.6530,0.3630,13
Jaime Faria,grass,52week,0.6650,0.3360,2
Jaime Faria,all,52week,0.6463,0.3550,18
Jaime Faria,hard,career,0.6130,0.3510,7
Jaime Faria,clay,career,0.6440,0.3490,25
Jaime Faria,grass,career,0.6440,0.3100,3
Jaime Faria,all,career,0.6378,0.3461,35
Marton Fucsovics,hard,52week,0.6290,0.3940,28
Marton Fucsovics,clay,52week,0.6050,0.3100,4
Marton Fucsovics,grass,52week,0.6320,0.3390,6
Marton Fucsovics,all,52week,0.6269,0.3765,38
Marton Fucsovics,hard,career,0.6260,0.3830,228
Marton Fucsovics,clay,career,0.6100,0.4030,104
Marton Fucsovics,grass,career,0.6430,0.3540,46
Marton Fucsovics,all,career,0.6237,0.3850,378
Nuno Borges,hard,52week,0.6480,0.3250,31
Nuno Borges,clay,52week,0.6310,0.3950,18
Nuno Borges,grass,52week,0.6900,0.3480,9
Nuno Borges,all,52week,0.6492,0.3503,58
Nuno Borges,hard,career,0.6390,0.3490,103
Nuno Borges,clay,career,0.6280,0.3820,64
Nuno Borges,grass,career,0.6700,0.3390,24
Nuno Borges,all,career,0.6392,0.3588,191
Soon Woo Kwon,hard,52week,0.5820,0.3820,4
Soon Woo Kwon,grass,52week,0.6490,0.3640,2
Soon Woo Kwon,all,52week,0.6043,0.3760,6
Soon Woo Kwon,hard,career,0.6260,0.3650,108
Soon Woo Kwon,clay,career,0.6050,0.3750,21
Soon Woo Kwon,grass,career,0.6350,0.3450,14
Soon Woo Kwon,all,career,0.6238,0.3645,143
Jaume Munar,hard,52week,0.6570,0.3770,32
Jaume Munar,clay,52week,0.5830,0.3730,10
Jaume Munar,grass,52week,0.6670,0.3670,5
Jaume Munar,all,52week,0.6423,0.3751,47
Jaume Munar,hard,career,0.6240,0.3740,123
Jaume Munar,clay,career,0.6020,0.4040,158
Jaume Munar,grass,career,0.6350,0.3560,25
Jaume Munar,all,career,0.6135,0.3880,306
Sebastian Baez,hard,52week,0.6060,0.3830,26
Sebastian Baez,clay,52week,0.6010,0.3770,23
Sebastian Baez,grass,52week,0.6570,0.3250,1
Sebastian Baez,all,52week,0.6047,0.3791,50
Sebastian Baez,hard,career,0.5910,0.3660,94
Sebastian Baez,clay,career,0.6120,0.4160,150
Sebastian Baez,grass,career,0.6140,0.3170,12
Sebastian Baez,all,career,0.6044,0.3930,256
Denis Shapovalov,hard,52week,0.6300,0.3880,32
Denis Shapovalov,clay,52week,0.5920,0.3370,7
Denis Shapovalov,grass,52week,0.6270,0.3620,4
Denis Shapovalov,all,52week,0.6235,0.3773,43
Denis Shapovalov,hard,career,0.6600,0.3630,326
Denis Shapovalov,clay,career,0.6310,0.3580,83
Denis Shapovalov,grass,career,0.6680,0.3400,49
Denis Shapovalov,all,career,0.6556,0.3596,458
Luca Van Assche,hard,52week,0.6430,0.3300,2
Luca Van Assche,clay,52week,0.5950,0.4300,12
Luca Van Assche,grass,52week,0.4050,0.3950,1
Luca Van Assche,all,52week,0.5887,0.4143,15
Luca Van Assche,hard,career,0.6310,0.3460,40
Luca Van Assche,clay,career,0.5910,0.4010,33
Luca Van Assche,grass,career,0.5470,0.3730,5
Luca Van Assche,all,career,0.6087,0.3710,78
Grigor Dimitrov,hard,52week,0.6480,0.3200,10
Grigor Dimitrov,clay,52week,0.5660,0.3470,4
Grigor Dimitrov,grass,52week,0.6910,0.3670,7
Grigor Dimitrov,all,52week,0.6467,0.3408,21
Grigor Dimitrov,hard,career,0.6620,0.3680,527
Grigor Dimitrov,clay,career,0.6420,0.3860,185
Grigor Dimitrov,grass,career,0.6850,0.3620,91
Grigor Dimitrov,all,career,0.6600,0.3715,803
Holger Rune,hard,52week,0.6650,0.3690,47
Holger Rune,clay,52week,0.6310,0.3870,16
Holger Rune,grass,52week,0.6710,0.3030,4
Holger Rune,all,52week,0.6572,0.3694,67
Holger Rune,hard,career,0.6610,0.3630,174
Holger Rune,clay,career,0.6300,0.3860,91
Holger Rune,grass,career,0.6790,0.3240,21
Holger Rune,all,career,0.6525,0.3675,286
Miomir Kecmanovic,hard,52week,0.6470,0.3590,33
Miomir Kecmanovic,clay,52week,0.6250,0.3590,10
Miomir Kecmanovic,grass,52week,0.6540,0.2930,5
Miomir Kecmanovic,all,52week,0.6431,0.3521,48
Miomir Kecmanovic,hard,career,0.6420,0.3630,242
Miomir Kecmanovic,clay,career,0.6140,0.3940,94
Miomir Kecmanovic,grass,career,0.6530,0.3320,42
Miomir Kecmanovic,all,career,0.6363,0.3673,378
Thiago Agustin Tirante,hard,52week,0.6370,0.3590,8
Thiago Agustin Tirante,clay,52week,0.6670,0.3740,23
Thiago Agustin Tirante,grass,52week,0.6130,0.2890,3
Thiago Agustin Tirante,all,52week,0.6552,0.3630,34
Thiago Agustin Tirante,hard,career,0.6340,0.3580,13
Thiago Agustin Tirante,clay,career,0.6480,0.3630,40
Thiago Agustin Tirante,grass,career,0.6130,0.2890,3
Thiago Agustin Tirante,all,career,0.6429,0.3579,56
Reilly Opelka,hard,52week,0.7160,0.2700,28
Reilly Opelka,clay,52week,0.6410,0.3120,5
Reilly Opelka,grass,52week,0.6870,0.2930,10
Reilly Opelka,all,52week,0.7005,0.2802,43
Reilly Opelka,hard,career,0.7150,0.2770,185
Reilly Opelka,clay,career,0.6590,0.3060,41
Reilly Opelka,grass,career,0.6810,0.2850,25
Reilly Opelka,all,career,0.7025,0.2825,251
Juncheng Shang,hard,52week,0.6480,0.3250,17
Juncheng Shang,all,52week,0.6480,0.3250,17
Juncheng Shang,hard,career,0.6340,0.3550,74
Juncheng Shang,clay,career,0.5810,0.3520,6
Juncheng Shang,grass,career,0.7010,0.2700,5
Juncheng Shang,all,career,0.6342,0.3498,85
Zachary Svajda,hard,52week,0.6330,0.3190,11
Zachary Svajda,clay,52week,0.5820,0.2820,7
Zachary Svajda,grass,52week,0.6500,0.3470,4
Zachary Svajda,all,52week,0.6199,0.3123,22
Zachary Svajda,hard,career,0.6160,0.3420,35
Zachary Svajda,clay,career,0.5820,0.2820,7
Zachary Svajda,grass,career,0.6390,0.3580,5
Zachary Svajda,all,career,0.6134,0.3348,47
Camilo Ugo Carabelli,hard,52week,0.5870,0.3130,19
Camilo Ugo Carabelli,clay,52week,0.6080,0.3700,23
Camilo Ugo Carabelli,grass,52week,0.5340,0.4040,1
Camilo Ugo Carabelli,all,52week,0.5970,0.3456,43
Camilo Ugo Carabelli,hard,career,0.5800,0.3290,26
Camilo Ugo Carabelli,clay,career,0.5930,0.3810,59
Camilo Ugo Carabelli,grass,career,0.5680,0.3200,4
Camilo Ugo Carabelli,all,career,0.5881,0.3631,89
Titouan Droguet,hard,52week,0.7160,0.3050,5
Titouan Droguet,clay,52week,0.6080,0.3860,10
Titouan Droguet,grass,52week,0.5380,0.1970,1
Titouan Droguet,all,52week,0.6374,0.3489,16
Titouan Droguet,hard,career,0.6640,0.3320,8
Titouan Droguet,clay,career,0.6090,0.3920,14
Titouan Droguet,grass,career,0.5380,0.1970,1
Titouan Droguet,all,career,0.6250,0.3627,23
Jan Lennard Struff,hard,52week,0.6480,0.3580,20
Jan Lennard Struff,clay,52week,0.6090,0.3460,9
Jan Lennard Struff,grass,52week,0.6710,0.3190,9
Jan Lennard Struff,all,52week,0.6442,0.3459,38
Jan Lennard Struff,hard,career,0.6450,0.3500,291
Jan Lennard Struff,clay,career,0.6320,0.3780,168
Jan Lennard Struff,grass,career,0.6780,0.3210,71
Jan Lennard Struff,all,career,0.6453,0.3550,530
Roman Andres Burruchaga,clay,52week,0.6130,0.4270,21
Roman Andres Burruchaga,grass,52week,0.5540,0.3060,2
Roman Andres Burruchaga,all,52week,0.6079,0.4165,23
Roman Andres Burruchaga,clay,career,0.5970,0.4190,32
Roman Andres Burruchaga,grass,career,0.5540,0.3060,2
Roman Andres Burruchaga,all,career,0.5945,0.4124,34
Benjamin Bonzi,hard,52week,0.6450,0.3450,17
Benjamin Bonzi,clay,52week,0.6970,0.2800,3
Benjamin Bonzi,grass,52week,0.6640,0.3590,4
Benjamin Bonzi,all,52week,0.6547,0.3392,24
Benjamin Bonzi,hard,career,0.6430,0.3610,101
Benjamin Bonzi,clay,career,0.6020,0.3560,24
Benjamin Bonzi,grass,career,0.6640,0.3410,27
Benjamin Bonzi,all,career,0.6403,0.3567,152
Marcos Giron,hard,52week,0.6400,0.3620,33
Marcos Giron,clay,52week,0.6750,0.2480,4
Marcos Giron,grass,52week,0.6570,0.3320,7
Marcos Giron,all,52week,0.6459,0.3469,44
Marcos Giron,hard,career,0.6380,0.3570,203
Marcos Giron,clay,career,0.6080,0.3590,54
Marcos Giron,grass,career,0.6560,0.3360,44
Marcos Giron,all,career,0.6352,0.3543,301
Alexei Popyrin,hard,52week,0.6490,0.3170,19
Alexei Popyrin,clay,52week,0.6680,0.3360,12
Alexei Popyrin,grass,52week,0.6170,0.3070,3
Alexei Popyrin,all,52week,0.6529,0.3228,34
Alexei Popyrin,hard,career,0.6560,0.3340,175
Alexei Popyrin,clay,career,0.6420,0.3480,67
Alexei Popyrin,grass,career,0.6490,0.3180,27
Alexei Popyrin,all,career,0.6518,0.3359,269
Lorenzo Sonego,hard,52week,0.6580,0.3530,25
Lorenzo Sonego,clay,52week,0.6210,0.3230,9
Lorenzo Sonego,grass,52week,0.7020,0.3000,6
Lorenzo Sonego,all,52week,0.6563,0.3383,40
Lorenzo Sonego,hard,career,0.6580,0.3370,199
Lorenzo Sonego,clay,career,0.6350,0.3580,121
Lorenzo Sonego,grass,career,0.6830,0.3370,53
Lorenzo Sonego,all,career,0.6541,0.3438,373
Rinky Hijikata,hard,52week,0.6230,0.3410,19
Rinky Hijikata,clay,52week,0.5960,0.3610,5
Rinky Hijikata,grass,52week,0.6490,0.3510,6
Rinky Hijikata,all,52week,0.6237,0.3463,30
Rinky Hijikata,hard,career,0.5980,0.3590,76
Rinky Hijikata,clay,career,0.5950,0.3270,14
Rinky Hijikata,grass,career,0.6340,0.3700,24
Rinky Hijikata,all,career,0.6052,0.3574,114
Corentin Moutet,hard,52week,0.6120,0.3740,31
Corentin Moutet,clay,52week,0.6030,0.4090,12
Corentin Moutet,grass,52week,0.6260,0.3230,5
Corentin Moutet,all,52week,0.6112,0.3774,48
Corentin Moutet,hard,career,0.6050,0.3700,119
Corentin Moutet,clay,career,0.5870,0.3990,86
Corentin Moutet,grass,career,0.6280,0.3570,32
Corentin Moutet,all,career,0.6016,0.3788,237
Jacob Fearnley,hard,52week,0.5970,0.3470,16
Jacob Fearnley,clay,52week,0.6060,0.3810,2
Jacob Fearnley,grass,52week,0.6130,0.3720,2
Jacob Fearnley,all,52week,0.5995,0.3529,20
Jacob Fearnley,hard,career,0.6020,0.3470,27
Jacob Fearnley,clay,career,0.6140,0.4040,14
Jacob Fearnley,grass,career,0.6380,0.3390,12
Jacob Fearnley,all,career,0.6133,0.3602,53
Daniel Altmaier,hard,52week,0.6230,0.3110,23
Daniel Altmaier,clay,52week,0.6270,0.3670,19
Daniel Altmaier,grass,52week,0.6540,0.3210,8
Daniel Altmaier,all,52week,0.6295,0.3339,50
Daniel Altmaier,hard,career,0.6190,0.3260,93
Daniel Altmaier,clay,career,0.6120,0.3750,92
Daniel Altmaier,grass,career,0.6420,0.3070,26
Daniel Altmaier,all,career,0.6188,0.3450,211
Adam Walton,hard,52week,0.6360,0.3370,23
Adam Walton,clay,52week,0.5460,0.3480,5
Adam Walton,grass,52week,0.6880,0.3140,3
Adam Walton,all,52week,0.6265,0.3365,31
Adam Walton,hard,career,0.6390,0.3410,48
Adam Walton,clay,career,0.5780,0.3480,10
Adam Walton,grass,career,0.6640,0.3200,9
Adam Walton,all,career,0.6333,0.3392,67
Jenson Brooksby,hard,52week,0.6340,0.3740,28
Jenson Brooksby,clay,52week,0.5420,0.3410,5
Jenson Brooksby,grass,52week,0.6350,0.3800,8
Jenson Brooksby,all,52week,0.6230,0.3711,41
Jenson Brooksby,hard,career,0.6190,0.3830,96
Jenson Brooksby,clay,career,0.5870,0.3790,19
Jenson Brooksby,grass,career,0.6350,0.3950,28
Jenson Brooksby,all,career,0.6179,0.3848,143
Giovanni Mpetshi Perricard,hard,52week,0.7050,0.2640,34
Giovanni Mpetshi Perricard,clay,52week,0.6220,0.3330,4
Giovanni Mpetshi Perricard,grass,52week,0.7010,0.2660,5
Giovanni Mpetshi Perricard,all,52week,0.6968,0.2707,43
Giovanni Mpetshi Perricard,hard,career,0.7060,0.2610,67
Giovanni Mpetshi Perricard,clay,career,0.6450,0.3230,19
Giovanni Mpetshi Perricard,grass,career,0.7080,0.2580,17
Giovanni Mpetshi Perricard,all,career,0.6951,0.2719,103
Botic Van De Zandschulp,hard,52week,0.6570,0.3600,28
Botic Van De Zandschulp,clay,52week,0.6190,0.3970,13
Botic Van De Zandschulp,grass,52week,0.6210,0.3630,5
Botic Van De Zandschulp,all,52week,0.6423,0.3708,46
Botic Van De Zandschulp,hard,career,0.6330,0.3670,162
Botic Van De Zandschulp,clay,career,0.6070,0.4000,66
Botic Van De Zandschulp,grass,career,0.6340,0.3630,26
Botic Van De Zandschulp,all,career,0.6263,0.3752,254
Otto Virtanen,hard,52week,0.6000,0.2540,3
Otto Virtanen,clay,52week,0.5430,0.4180,3
Otto Virtanen,grass,52week,0.6660,0.3000,3
Otto Virtanen,all,52week,0.6030,0.3240,9
Otto Virtanen,hard,career,0.6290,0.3220,27
Otto Virtanen,clay,career,0.5820,0.3800,12
Otto Virtanen,grass,career,0.6690,0.3290,7
Otto Virtanen,all,career,0.6228,0.3382,46
Nishesh Basavareddy,hard,52week,0.6230,0.3470,15
Nishesh Basavareddy,clay,52week,0.5790,0.3250,5
Nishesh Basavareddy,grass,52week,0.5700,0.2410,3
Nishesh Basavareddy,all,52week,0.6065,0.3284,23
Nishesh Basavareddy,hard,career,0.6270,0.3450,26
Nishesh Basavareddy,clay,career,0.5640,0.3290,6
Nishesh Basavareddy,grass,career,0.5700,0.2410,3
Nishesh Basavareddy,all,career,0.6113,0.3333,35
Mattia Bellucci,hard,52week,0.5880,0.3510,17
Mattia Bellucci,clay,52week,0.6190,0.3430,7
Mattia Bellucci,grass,52week,0.6840,0.3360,6
Mattia Bellucci,all,52week,0.6144,0.3461,30
Mattia Bellucci,hard,career,0.6240,0.3440,39
Mattia Bellucci,clay,career,0.6200,0.3420,14
Mattia Bellucci,grass,career,0.6820,0.3410,13
Mattia Bellucci,all,career,0.6346,0.3430,66
Gabriel Diallo,hard,52week,0.6490,0.3250,31
Gabriel Diallo,clay,52week,0.5290,0.3920,6
Gabriel Diallo,grass,52week,0.6450,0.3160,7
Gabriel Diallo,all,52week,0.6320,0.3327,44
Gabriel Diallo,hard,career,0.6440,0.3400,70
Gabriel Diallo,clay,career,0.6190,0.3930,17
Gabriel Diallo,grass,career,0.6640,0.3220,21
Gabriel Diallo,all,career,0.6440,0.3448,108
Jan Choinski,hard,52week,0.5930,0.2980,3
Jan Choinski,clay,52week,0.5830,0.3800,2
Jan Choinski,grass,52week,0.6530,0.3600,5
Jan Choinski,all,52week,0.6210,0.3454,10
Jan Choinski,hard,career,0.6000,0.3130,4
Jan Choinski,clay,career,0.6030,0.3690,5
Jan Choinski,grass,career,0.6250,0.3420,11
Jan Choinski,all,career,0.6145,0.3429,20
Kei Nishikori,hard,career,0.6370,0.3900,459
Kei Nishikori,clay,career,0.6230,0.4120,161
Kei Nishikori,grass,career,0.6560,0.3710,71
Kei Nishikori,all,career,0.6357,0.3932,691
Martin Landaluce,hard,52week,0.6470,0.3400,12
Martin Landaluce,clay,52week,0.6290,0.3940,9
Martin Landaluce,grass,52week,0.6540,0.3130,5
Martin Landaluce,all,52week,0.6421,0.3535,26
Martin Landaluce,hard,career,0.6370,0.3270,16
Martin Landaluce,clay,career,0.6000,0.3620,15
Martin Landaluce,grass,career,0.6540,0.3130,5
Martin Landaluce,all,career,0.6239,0.3396,36
Vit Kopriva,hard,52week,0.5880,0.3550,11
Vit Kopriva,clay,52week,0.6160,0.3800,24
Vit Kopriva,grass,52week,0.6360,0.3070,5
Vit Kopriva,all,52week,0.6108,0.3640,40
Vit Kopriva,hard,career,0.5850,0.3570,18
Vit Kopriva,clay,career,0.6010,0.3900,48
Vit Kopriva,grass,career,0.6160,0.2980,7
Vit Kopriva,all,career,0.5985,0.3730,73
Pablo Llamas Ruiz,hard,52week,0.6100,0.2650,1
Pablo Llamas Ruiz,clay,52week,0.5940,0.4130,4
Pablo Llamas Ruiz,grass,52week,0.5570,0.1820,1
Pablo Llamas Ruiz,all,52week,0.5905,0.3498,6
Pablo Llamas Ruiz,hard,career,0.6230,0.3010,3
Pablo Llamas Ruiz,clay,career,0.6060,0.3970,14
Pablo Llamas Ruiz,grass,career,0.5570,0.1820,1
Pablo Llamas Ruiz,all,career,0.6061,0.3691,18
Martin Damm,hard,52week,0.7060,0.2960,12
Martin Damm,clay,52week,0.6550,0.2670,3
Martin Damm,grass,52week,0.6660,0.2900,5
Martin Damm,all,52week,0.6884,0.2902,20
Martin Damm,hard,career,0.7030,0.3040,15
Martin Damm,clay,career,0.6550,0.2670,3
Martin Damm,grass,career,0.6660,0.2900,5
Martin Damm,all,career,0.6887,0.2961,23
Adolfo Daniel Vallejo,clay,52week,0.6210,0.3910,14
Adolfo Daniel Vallejo,grass,52week,0.5820,0.3720,2
Adolfo Daniel Vallejo,all,52week,0.6161,0.3886,16
Adolfo Daniel Vallejo,clay,career,0.6110,0.3850,18
Adolfo Daniel Vallejo,grass,career,0.5820,0.3720,2
Adolfo Daniel Vallejo,all,career,0.6081,0.3837,20
Zsombor Piros,hard,career,0.5640,0.4010,12
Zsombor Piros,clay,career,0.5980,0.3670,8
Zsombor Piros,all,career,0.5776,0.3874,20
Yibing Wu,hard,52week,0.6330,0.3370,18
Yibing Wu,clay,52week,0.6320,0.2900,3
Yibing Wu,grass,52week,0.6730,0.3050,2
Yibing Wu,all,52week,0.6363,0.3281,23
Yibing Wu,hard,career,0.6300,0.3510,53
Yibing Wu,clay,career,0.5530,0.3470,12
Yibing Wu,grass,career,0.6330,0.3400,7
Yibing Wu,all,career,0.6175,0.3493,72
Jesper De Jong,hard,52week,0.6250,0.3210,13
Jesper De Jong,clay,52week,0.5870,0.3570,10
Jesper De Jong,grass,52week,0.6130,0.3380,2
Jesper De Jong,all,52week,0.6088,0.3368,25
Jesper De Jong,hard,career,0.6390,0.3160,22
Jesper De Jong,clay,career,0.6140,0.3780,30
Jesper De Jong,grass,career,0.6360,0.3230,7
Jesper De Jong,all,career,0.6259,0.3484,59
Terence Atmane,hard,52week,0.6530,0.3390,28
Terence Atmane,clay,52week,0.6780,0.3060,10
Terence Atmane,grass,52week,0.6680,0.2600,5
Terence Atmane,all,52week,0.6606,0.3221,43
Terence Atmane,hard,career,0.6370,0.3380,39
Terence Atmane,clay,career,0.6360,0.3310,18
Terence Atmane,grass,career,0.6680,0.2600,5
Terence Atmane,all,career,0.6392,0.3297,62
Roberto Bautista Agut,hard,52week,0.6240,0.3400,15
Roberto Bautista Agut,clay,52week,0.5640,0.3170,7
Roberto Bautista Agut,grass,52week,0.6560,0.3320,3
Roberto Bautista Agut,all,52week,0.6110,0.3326,25
Roberto Bautista Agut,hard,career,0.6450,0.3890,467
Roberto Bautista Agut,clay,career,0.6210,0.4000,193
Roberto Bautista Agut,grass,career,0.6630,0.3770,87
Roberto Bautista Agut,all,career,0.6409,0.3904,747
Laslo Djere,hard,52week,0.6210,0.2920,5
Laslo Djere,clay,52week,0.6110,0.3280,4
Laslo Djere,all,52week,0.6166,0.3080,9
Laslo Djere,hard,career,0.6180,0.3440,119
Laslo Djere,clay,career,0.6340,0.3820,181
Laslo Djere,grass,career,0.6440,0.3150,26
Laslo Djere,all,career,0.6290,0.3628,326
Emilio Nava,hard,52week,0.6520,0.3320,15
Emilio Nava,clay,52week,0.6120,0.3320,12
Emilio Nava,grass,52week,0.5950,0.3040,1
Emilio Nava,all,52week,0.6328,0.3310,28
Emilio Nava,hard,career,0.6250,0.3140,31
Emilio Nava,clay,career,0.6100,0.3370,15
Emilio Nava,grass,career,0.5810,0.2890,2
Emilio Nava,all,career,0.6185,0.3201,48
Leandro Riedi,hard,52week,0.6070,0.4080,6
Leandro Riedi,grass,52week,0.6000,0.2050,1
Leandro Riedi,all,52week,0.6060,0.3790,7
Leandro Riedi,hard,career,0.6070,0.3540,13
Leandro Riedi,clay,career,0.6540,0.3370,4
Leandro Riedi,grass,career,0.6000,0.2050,1
Leandro Riedi,all,career,0.6171,0.3419,18
Kyrian Jacquet,hard,52week,0.6690,0.3410,5
Kyrian Jacquet,clay,52week,0.5710,0.4010,4
Kyrian Jacquet,grass,52week,0.6520,0.3740,2
Kyrian Jacquet,all,52week,0.6303,0.3688,11
Kyrian Jacquet,hard,career,0.6430,0.3360,6
Kyrian Jacquet,clay,career,0.5770,0.3900,5
Kyrian Jacquet,grass,career,0.6520,0.3740,2
Kyrian Jacquet,all,career,0.6190,0.3626,13
Sebastian Ofner,hard,52week,0.6450,0.2920,6
Sebastian Ofner,clay,52week,0.6450,0.2840,8
Sebastian Ofner,grass,52week,0.6650,0.3570,2
Sebastian Ofner,all,52week,0.6475,0.2961,16
Sebastian Ofner,hard,career,0.6420,0.3350,42
Sebastian Ofner,clay,career,0.6140,0.3600,62
Sebastian Ofner,grass,career,0.6610,0.3220,21
Sebastian Ofner,all,career,0.6313,0.3452,125
Bu Yunchaokete,hard,52week,0.6300,0.3370,19
Bu Yunchaokete,all,52week,0.6300,0.3370,19
Bu Yunchaokete,hard,career,0.6440,0.3450,50
Bu Yunchaokete,clay,career,0.6070,0.3430,8
Bu Yunchaokete,grass,career,0.5920,0.3210,2
Bu Yunchaokete,all,career,0.6373,0.3439,60
Yoshihito Nishioka,hard,52week,0.5730,0.3510,13
Yoshihito Nishioka,clay,52week,0.6090,0.2600,2
Yoshihito Nishioka,grass,52week,0.6400,0.2590,2
Yoshihito Nishioka,all,52week,0.5851,0.3295,17
Yoshihito Nishioka,hard,career,0.6120,0.3700,248
Yoshihito Nishioka,clay,career,0.5850,0.3770,49
Yoshihito Nishioka,grass,career,0.6090,0.3140,17
Yoshihito Nishioka,all,career,0.6076,0.3681,314
Andrea Vavassori,hard,career,0.6270,0.3230,9
Andrea Vavassori,clay,career,0.6130,0.3640,13
Andrea Vavassori,grass,career,0.6080,0.1650,2
Andrea Vavassori,all,career,0.6178,0.3320,24
Jason Kubler,hard,career,0.6230,0.3490,36
Jason Kubler,clay,career,0.5950,0.3860,15
Jason Kubler,grass,career,0.6340,0.3520,13
Jason Kubler,all,career,0.6187,0.3583,64
Alexander Shevchenko,hard,52week,0.6380,0.3220,21
Alexander Shevchenko,clay,52week,0.6340,0.3640,12
Alexander Shevchenko,grass,52week,0.5660,0.2430,1
Alexander Shevchenko,all,52week,0.6345,0.3345,34
Alexander Shevchenko,hard,career,0.6210,0.3410,83
Alexander Shevchenko,clay,career,0.5900,0.3850,53
Alexander Shevchenko,grass,career,0.5930,0.3010,6
Alexander Shevchenko,all,career,0.6082,0.3557,142
Facundo Diaz Acosta,clay,52week,0.6350,0.3150,6
Facundo Diaz Acosta,all,52week,0.6350,0.3150,6
Facundo Diaz Acosta,hard,career,0.6010,0.3520,16
Facundo Diaz Acosta,clay,career,0.6240,0.3870,38
Facundo Diaz Acosta,grass,career,0.5090,0.3130,1
Facundo Diaz Acosta,all,career,0.6152,0.3755,55
Adrian Mannarino,hard,52week,0.6540,0.3470,31
Adrian Mannarino,clay,52week,0.5280,0.3370,7
Adrian Mannarino,grass,52week,0.6280,0.3590,9
Adrian Mannarino,all,52week,0.6303,0.3478,47
Adrian Mannarino,hard,career,0.6290,0.3670,489
Adrian Mannarino,clay,career,0.5630,0.3580,85
Adrian Mannarino,grass,career,0.6390,0.3630,135
Adrian Mannarino,all,career,0.6230,0.3652,709
Christopher Oconnell,hard,52week,0.6230,0.3350,16
Christopher Oconnell,clay,52week,0.5380,0.4220,1
Christopher Oconnell,all,52week,0.6180,0.3401,17
Christopher Oconnell,hard,career,0.6370,0.3360,113
Christopher Oconnell,clay,career,0.6140,0.3530,34
Christopher Oconnell,grass,career,0.6290,0.3010,13
Christopher Oconnell,all,career,0.6315,0.3368,160
Hugo Gaston,hard,52week,0.5680,0.3400,7
Hugo Gaston,clay,52week,0.5950,0.4250,9
Hugo Gaston,grass,52week,0.5570,0.2120,1
Hugo Gaston,all,52week,0.5816,0.3775,17
Hugo Gaston,hard,career,0.5770,0.3610,65
Hugo Gaston,clay,career,0.5870,0.3890,62
Hugo Gaston,grass,career,0.5900,0.3460,8
Hugo Gaston,all,career,0.5824,0.3730,135
Francisco Comesana,hard,52week,0.6230,0.3540,22
Francisco Comesana,clay,52week,0.6480,0.3440,17
Francisco Comesana,grass,52week,0.5510,0.3100,1
Francisco Comesana,all,52week,0.6318,0.3487,40
Francisco Comesana,hard,career,0.6260,0.3440,29
Francisco Comesana,clay,career,0.6350,0.3590,38
Francisco Comesana,grass,career,0.6360,0.3260,5
Francisco Comesana,all,career,0.6314,0.3507,72
Cristian Garin,hard,52week,0.6140,0.2570,1
Cristian Garin,clay,52week,0.6070,0.3860,12
Cristian Garin,grass,52week,0.7080,0.3310,2
Cristian Garin,all,52week,0.6209,0.3701,15
Cristian Garin,hard,career,0.6230,0.3510,94
Cristian Garin,clay,career,0.6130,0.3990,159
Cristian Garin,grass,career,0.6310,0.3630,21
Cristian Garin,all,career,0.6178,0.3798,274
Borna Gojo,hard,career,0.6590,0.3360,38
Borna Gojo,clay,career,0.6420,0.3430,7
Borna Gojo,grass,career,0.6780,0.2640,2
Borna Gojo,all,career,0.6573,0.3340,47
Lloyd Harris,hard,career,0.6580,0.3510,118
Lloyd Harris,clay,career,0.6050,0.3260,25
Lloyd Harris,grass,career,0.6740,0.3140,20
Lloyd Harris,all,career,0.6518,0.3426,163
Stan Wawrinka,hard,52week,0.6680,0.3160,19
Stan Wawrinka,clay,52week,0.6170,0.3650,7
Stan Wawrinka,grass,52week,0.7280,0.2230,1
Stan Wawrinka,all,52week,0.6570,0.3253,27
Stan Wawrinka,hard,career,0.6560,0.3640,571
Stan Wawrinka,clay,career,0.6400,0.3890,326
Stan Wawrinka,grass,career,0.6750,0.3340,71
Stan Wawrinka,all,career,0.6520,0.3702,968
Sho Shimabukuro,hard,52week,0.6470,0.3250,9
Sho Shimabukuro,grass,52week,0.6870,0.3170,6
Sho Shimabukuro,all,52week,0.6630,0.3218,15
Sho Shimabukuro,hard,career,0.6340,0.3260,20
Sho Shimabukuro,grass,career,0.6570,0.3120,7
Sho Shimabukuro,all,career,0.6400,0.3224,27
Gustavo Heide,hard,career,0.5960,0.2030,3
Gustavo Heide,clay,career,0.6290,0.3340,10
Gustavo Heide,all,career,0.6214,0.3038,13
Chris Rodesch,hard,career,0.7060,0.3680,5
Chris Rodesch,clay,career,0.6330,0.3670,4
Chris Rodesch,grass,career,0.6830,0.2190,1
Chris Rodesch,all,career,0.6745,0.3527,10
David Goffin,hard,52week,0.6070,0.3600,13
David Goffin,clay,52week,0.6690,0.3770,2
David Goffin,grass,52week,0.4920,0.2150,1
David Goffin,all,52week,0.6076,0.3531,16
David Goffin,hard,career,0.6230,0.3930,413
David Goffin,clay,career,0.6160,0.4070,166
David Goffin,grass,career,0.6450,0.3770,57
David Goffin,all,career,0.6231,0.3952,636
Aleksandar Vukic,hard,52week,0.6230,0.3170,25
Aleksandar Vukic,clay,52week,0.5880,0.3760,4
Aleksandar Vukic,grass,52week,0.5330,0.2280,2
Aleksandar Vukic,all,52week,0.6127,0.3189,31
